date,open,high,low,close,volume,amount,stock_code,stock_name,market
2019-01-11,289.63,293.13,288.15,290.0,21852900,6681194570.0,HK.00700,腾讯控股,HK
2019-01-14,288.52,288.52,279.86,281.33,20585920,6127183221.0,HK.00700,腾讯控股,HK
2019-01-15,284.28,289.63,282.62,288.89,18390907,5566098645.0,HK.00700,腾讯控股,HK
2019-01-16,288.89,289.81,284.46,289.81,17781749,5394384683.0,HK.00700,腾讯控股,HK
2019-01-17,293.5,296.26,289.44,290.0,25110322,7740993833.0,HK.00700,腾讯控股,HK
2019-01-18,293.5,296.08,292.39,295.34,16984010,5262974001.0,HK.00700,腾讯控股,HK
2019-01-21,296.26,302.16,294.61,298.11,20678930,6486329931.0,HK.00700,腾讯控股,HK
2019-01-22,299.95,299.95,289.63,294.24,22822643,7049959820.0,HK.00700,腾讯控股,HK
2019-01-23,289.44,294.05,289.44,291.84,17802119,5462082962.0,HK.00700,腾讯控股,HK
2019-01-24,290.92,291.66,285.94,289.07,18564140,5640516224.0,HK.00700,腾讯控股,HK
2019-01-25,293.5,301.61,292.02,301.61,34208126,10705602217.0,HK.00700,腾讯控股,HK
2019-01-28,302.16,306.4,298.48,299.58,24126843,7669243869.0,HK.00700,腾讯控股,HK
2019-01-29,297.37,300.69,295.16,300.32,17138005,5376804973.0,HK.00700,腾讯控股,HK
2019-01-30,299.95,301.98,297.19,301.98,14197951,4476056850.0,HK.00700,腾讯控股,HK
2019-01-31,307.14,308.25,302.9,303.64,26238829,8415634461.0,HK.00700,腾讯控股,HK
2019-02-01,309.17,309.17,303.09,305.48,15157176,4863623892.0,HK.00700,腾讯控股,HK
2019-02-04,306.4,306.4,302.53,305.11,6351820,2030077947.0,HK.00700,腾讯控股,HK
2019-02-08,301.06,304.93,296.26,303.27,16166828,5115512481.0,HK.00700,腾讯控股,HK
2019-02-11,303.64,309.91,301.61,309.17,18821597,6066677880.0,HK.00700,腾讯控股,HK
2019-02-12,308.06,310.09,305.67,308.62,16277056,5271634168.0,HK.00700,腾讯控股,HK
2019-02-13,306.59,307.7,303.09,305.3,24819533,7960736462.0,HK.00700,腾讯控股,HK
2019-02-14,303.27,303.45,298.66,299.77,20908639,6599142014.0,HK.00700,腾讯控股,HK
2019-02-15,296.26,298.11,290.0,292.39,20128347,6195752001.0,HK.00700,腾讯控股,HK
